image_path,label
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\092e84d4-17cf-457d-a786-4f96c5bf076a___RS_GLSp 4434 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0b5492ee-253d-4a13-ad5a-780cb954b09a___RS_GLSp 4615 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp 4663 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp 4663 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\0ce6543f-9694-4b3a-b767-9bc909f54f73___RS_GLSp 4663 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\165f35a9-5e03-4ec8-9167-bd346c863e41___RS_GLSp 4289 copy 3_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1836cc95-03e5-4430-8cc1-cca482b94a0d___RS_GLSp 4289 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1836cc95-03e5-4430-8cc1-cca482b94a0d___RS_GLSp 4289 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\186c5f5d-a8d7-40bf-abe7-cebefa66808c___RS_GLSp 4355 copy 2_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1f23992c-3a9f-4ebb-a89f-6272ee23c7c4___RS_GLSp 4500 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\28132313-02f5-4116-b7e6-5b0d33b1868f___RS_GLSp 7334 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\28132313-02f5-4116-b7e6-5b0d33b1868f___RS_GLSp 7334 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\28132313-02f5-4116-b7e6-5b0d33b1868f___RS_GLSp 7334 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2c890074-1b01-46cb-9e56-8601d13ec218___RS_GLSp 4469 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\2e3967fd-d97c-4985-ab63-4ee8bdb6a0bb___RS_GLSp 4680 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\32e31361-bb57-4974-bc43-4b8e74d61653___RS_GLSp 4433 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\34ed1bf6-87eb-49dd-bc0b-fd9d0bd3dd0c___RS_GLSp 4378 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\34ed1bf6-87eb-49dd-bc0b-fd9d0bd3dd0c___RS_GLSp 4378 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3980904f-273e-4191-911b-0ebfc12cf02c___RS_GLSp 4448 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3980904f-273e-4191-911b-0ebfc12cf02c___RS_GLSp 4448 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3980904f-273e-4191-911b-0ebfc12cf02c___RS_GLSp 4448 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3980904f-273e-4191-911b-0ebfc12cf02c___RS_GLSp 4448 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\4baea4d9-8343-4550-838f-86dfb7672591___RS_GLSp 4639 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\4baea4d9-8343-4550-838f-86dfb7672591___RS_GLSp 4639 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\4baea4d9-8343-4550-838f-86dfb7672591___RS_GLSp 4639 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\4baea4d9-8343-4550-838f-86dfb7672591___RS_GLSp 4639 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\56861977-2bbb-445d-a956-95fcb62f93f7___RS_GLSp 4607 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\56861977-2bbb-445d-a956-95fcb62f93f7___RS_GLSp 4607 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\56861977-2bbb-445d-a956-95fcb62f93f7___RS_GLSp 4607 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\56861977-2bbb-445d-a956-95fcb62f93f7___RS_GLSp 4607 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5cfe5cf5-bdba-44b5-8295-c5bda6e34ae3___RS_GLSp 9353 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5cfe5cf5-bdba-44b5-8295-c5bda6e34ae3___RS_GLSp 9353 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5cfe5cf5-bdba-44b5-8295-c5bda6e34ae3___RS_GLSp 9353 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5cfe5cf5-bdba-44b5-8295-c5bda6e34ae3___RS_GLSp 9353 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5d69a1f2-cead-4661-8014-63e35e131850___RS_GLSp 4337 copy.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5d69a1f2-cead-4661-8014-63e35e131850___RS_GLSp 4337 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5d69a1f2-cead-4661-8014-63e35e131850___RS_GLSp 4337 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5d69a1f2-cead-4661-8014-63e35e131850___RS_GLSp 4337 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6db850c6-2b56-4acf-a283-2cd246c02bfa___RS_GLSp 4474 copy 2.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6db850c6-2b56-4acf-a283-2cd246c02bfa___RS_GLSp 4474 copy 2_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6db850c6-2b56-4acf-a283-2cd246c02bfa___RS_GLSp 4474 copy 2_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6db850c6-2b56-4acf-a283-2cd246c02bfa___RS_GLSp 4474 copy 2_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\716dd056-ffe4-4e09-a26f-6c90991b1aff___RS_GLSp 4288 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\716dd056-ffe4-4e09-a26f-6c90991b1aff___RS_GLSp 4288 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\719de1a2-172b-44fd-855c-6fa8df27e5bf___RS_GLSp 4652 copy_270deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\719de1a2-172b-44fd-855c-6fa8df27e5bf___RS_GLSp 4652 copy_90deg.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\719de1a2-172b-44fd-855c-6fa8df27e5bf___RS_GLSp 4652 copy_new30degFlipLR.jpg,not_healthy
C:\Users\bondo\.cache\kagglehub\datasets\vipoooool\new-plant-diseases-dataset\versions\2\New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)\train\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\8665d5b5-d53d-4501-a6bb-011e6ee1ed61___RS_GLSp 4651 copy 2.jpg,not_healthy
